fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,alkalinity,e330.level,effervescence.index,consumable,quality
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,47.7,0.38,13051.91226,4,1
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,49.6,0.27,14840.52062,4,1
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,49.2,0.22,742.8830061,4,0
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,48.9,0.47,6674.814981,4,0
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,48.1,0.28,7004.326321,4,1
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,49.2,0.23,826.3518203,4,1
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,49.2,0.23,14406.36513,4,1
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,49.2,0.23,1976.760269,4,1
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,49.2,0.23,6665.509248,4,1
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,48.1,0.28,1476.828638,4,1
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,48.1,0.28,5953.111011,4,1
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,49.2,0.23,3330.963053,4,1
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,47.8,0.5,1759.201956,4,1
6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,47.8,0.52,1063.705062,4,1
6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,48.9,0.26,12475.5142,4,0
6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,48,0.27,14485.14287,4,1
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,47.3,0.34,12067.97037,4,1
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,50.4,0.59,676.9133218,4,0
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,47.9,0.28,1638.267098,4,1
6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,48.5,0.26,7692.202014,4,1
6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,47.9,0.26,8344.899869,4,0
7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,47.5,0.24,11950.03918,4,1
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333,47.6,0.3,1631.531664,4,1
6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,46.4,0.28,2976.259111,4,1
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,47.6,0.3,7857.278511,4,1
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,47.8,0.19,10042.84202,4,0
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,49.1,0.16,11148.48405,4,0
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,49.4,0.31,7347.791879,4,0
6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,48.4,0.25,14300.89191,4,1
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,49.4,0.31,4294.97146,4,0
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,49.1,0.16,3107.779182,4,0
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,46.1,0.25,4235.066456,4,1
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,46.1,0.25,14123.34441,4,1
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,45.2,0.1,3944.533396,4,1
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,49.6,0.29,11188.16648,4,1
7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,48.2,0.25,2300.404245,4,0
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,47.7,0.22,13438.39062,4,1
6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,49.5,0.25,8878.385531,4,1
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,47.8,0.19,10932.91972,4,0
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,47.6,0.22,7804.95226,4,0
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,49.6,0.29,1700.549532,4,1
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,50,0.26,11548.04955,4,1
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,48.6,0.29,7215.916563,4,0
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,48.6,0.29,5774.489292,4,0
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,48.6,0.29,140.3468674,4,0
6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,47.6,0.26,945.8589209,4,1
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,47.3,0.18,2239.13988,4,0
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,50,0.26,7401.416565,4,1
7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,47.3,0.24,4635.316071,4,1
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,47.7,0.2,7890.459176,4,1
6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,48.8,0.32,12953.04677,4,1
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,48.9,0.56,4394.45563,4,0
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,48.9,0.56,14210.46109,4,0
6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,46.4,0.24,7819.016641,4,0
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,48,0.27,8856.688867,4,0
6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,47.6,0.24,357.6779494,4,1
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,49.7,0.27,7724.174195,4,1
4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,42.4,0.29,7825.487304,4,1
6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,46.4,0.28,5543.636984,4,1
7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,48.2,0.28,9744.380904,4,0
7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,48.9,0.2,12501.67058,4,0
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,48,0.22,13820.03352,4,1
5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,47.4,0.33,1112.702108,4,1
6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,48.9,0.38,1488.91789,4,1
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,48.6,0.26,9727.790802,4,0
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,48.6,0.26,6414.175751,4,0
6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,47.6,0.26,6659.115782,4,0
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,49,0.45,7070.972482,4,0
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,48.6,0.26,7304.590167,4,0
6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,48.2,0.33,5459.503642,4,1
5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,47.7,0.18,13502.27618,4,0
5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,47.6,0.26,6511.885662,4,0
6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,47.1,0.33,6616.433528,4,1
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,48.4,0.25,13084.76552,4,1
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,45.3,0.28,8590.324883,4,1
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,48.7,0.49,641.494462,4,1
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,48.7,0.49,226.3654432,4,1
5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,48,0.33,8586.894302,4,1
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,50.3,0.23,649.7711434,4,1
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,49.2,0.37,8906.581172,4,1
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,46.4,0.25,2952.336431,4,1
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,49.6,0.29,10636.02704,4,1
6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,48.2,0.39,8120.04463,4,1
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,49.6,0.29,14018.3829,4,1
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,49,0.3,9040.41646,4,0
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,49.1,0.25,2952.805502,4,0
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,47.3,0.26,10728.29688,4,1
7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,48,0.33,12856.73182,4,1
6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,46.5,0.21,13264.43472,4,1
7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,48.6,0.31,3908.253274,4,1
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,47.4,0.01,9718.941289,4,1
6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,49.7,0.23,12262.26917,4,0
6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,48.5,0.23,8737.534282,4,0
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,47.8,0.28,8382.250879,4,1
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333,46,0.13,7255.364933,4,0
5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,48,0.3,3655.786958,4,0
6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,49.3,0.17,4020.941279,4,0
6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,47.6,0.3,11696.13457,4,1
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,46.4,0.32,13357.91026,4,1
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,46.4,0.32,1825.122279,4,1
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,48.8,0.29,1758.800452,4,1
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,48.1,0.18,10508.1814,4,0
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,49.4,0.26,8932.665916,4,1
6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,48.4,0.32,5715.144278,4,1
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,50,0.17,555.2287756,4,1
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,48.6,0.33,9227.734537,4,1
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,46.8,0.22,5979.780716,4,1
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,48.1,0.31,12645.24029,4,0
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,48.3,0.2,1140.80249,4,0
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,48.6,0.33,12764.46924,4,1
6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,48.8,0.25,5947.943864,4,0
6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,48.4,0.25,2061.330815,4,1
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,46.8,0.22,2050.490305,4,1
5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,46.8,0.22,12283.78668,4,1
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,50,0.17,9423.354312,4,1
6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,49.7,0.19,705.79969,4,1
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,49.4,0.53,14053.60517,4,1
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,49.4,0.54,10087.5706,4,1
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,49.4,0.54,14906.93817,4,1
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,46.8,0.21,2958.854071,4,1
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,48.6,0.18,11438.64543,4,0
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,48.7,0.27,2781.52897,4,1
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,49.4,0.53,1342.740046,4,1
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,49.4,0.54,13068.68759,4,1
8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,48.2,0.37,11961.95835,4,0
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,50.1,0.3,13526.08713,4,1
8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,48.7,0.36,8313.358782,4,0
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,47.4,0.3,45.44307654,4,1
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,46.4,0.34,10818.95984,4,1
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,49.5,0.37,14397.29493,4,0
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,49.5,0.37,9414.962711,4,0
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,47.4,0.3,1145.332781,4,1
6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,48.1,0.53,12390.19659,4,1
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,50.4,0.31,3707.442929,4,1
5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,46.5,0.32,13264.86566,4,1
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,46.1,0.22,11116.39917,4,0
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,49.5,0.37,1751.848177,4,0
6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,49,0.33,10552.08393,4,1
7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,48.9,0.32,7878.805973,4,1
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,47.8,0.26,6716.254921,4,1
5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,47.4,0.3,11021.31246,4,1
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,46.4,0.34,9860.898009,4,1
6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,49.1,0.3,2783.019811,4,0
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,47.4,0.4,4444.773405,4,0
6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,48.3,0.46,8533.331269,4,1
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,46.2,0.23,834.3210691,4,1
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,46.6,0.32,14197.86277,4,1
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,46.7,0.22,8961.050658,4,1
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,48.9,0.26,1610.661667,4,1
5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,45.1,0.3,4846.115406,4,1
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,46,0.27,1945.175314,4,1
7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,48.4,0.35,5274.092347,4,1
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,43.4,0.66,6305.608136,4,0
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,49.7,0.26,5684.036064,4,0
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,43.4,0.66,7390.761991,4,0
6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,47.7,0.27,14510.53685,4,1
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,48.2,0.32,9944.775486,4,1
5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,47,0.15,386.502428,4,1
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,46.5,0.28,9736.282302,4,1
5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,48,0.32,870.346306,4,1
6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4,49,0.23,9609.224357,4,1
6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,49.2,0.26,7912.670562,4,1
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,46.6,0.24,13321.53834,4,1
5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,48.1,0.29,1282.765732,4,0
6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10,47.9,0.34,11825.74608,4,1
4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,45.8,0.32,10456.541,4,1
6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,50.1,0.26,1288.565374,4,1
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,50.3,0.24,14269.96325,4,1
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,45.4,0.26,5732.293842,4,1
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,49,0.51,3382.738335,4,1
6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,51.4,0.37,993.1146067,4,1
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,49.8,0.25,5614.636253,4,1
5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,45.9,0.23,13811.65415,4,1
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,47.2,0.38,4522.331085,4,1
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,48.8,0.35,8927.052256,4,1
6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,47.4,0.33,610.4848139,4,0
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,47.2,0.38,5962.248245,4,1
6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,47.8,0.3,11921.55609,4,1
7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,49.9,0.78,2636.866406,4,1
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,48.8,0.3,950.8151034,4,1
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,48,0.31,9193.509378,4,1
5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,46.8,0.3,6084.562032,4,1
7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,49.3,0.3,14188.91763,4,1
6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,47.8,0.29,3680.663939,4,1
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,48.5,0,11595.58427,4,1
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,48,0.31,3293.259763,4,1
6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,47,0.33,4141.236647,4,1
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,50,0.34,101.6896939,4,1
6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,52,0.35,5439.167569,4,1
6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,49.4,0.34,723.1325921,4,1
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,48.2,0.18,1734.610201,4,1
6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,48.9,0.29,9076.702222,4,1
6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,48.4,0.32,10311.07142,4,1
6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,49.6,0.32,11803.33132,4,0
6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,48.8,0.3,11112.36982,4,1
6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,51,0.27,6832.069575,4,1
6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,48.6,0.04,8084.700529,4,0
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,47.8,0.36,11592.63635,4,1
5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,47.5,0.36,4818.734065,4,0
5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,48.4,0.21,14101.34707,4,0
5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,48.5,0.2,2261.896738,4,0
7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,51,0.18,11859.85037,4,0
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,47.4,0.28,9609.731347,4,1
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,49.9,0.37,1292.358772,4,0
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,46.4,0.18,14803.68005,4,1
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,47.4,0.28,14067.9343,4,1
6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,47.8,0.12,5738.653879,4,0
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,49.3,0.19,13292.56422,4,1
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,47.8,0.38,13992.20975,4,1
6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,47.4,0.22,565.6897287,4,1
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,46.4,0.3,9349.688989,4,1
6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,47.4,0.25,12553.91176,4,1
8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,49.5,0.23,2134.851085,4,0
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,46.1,0.91,9989.029918,4,1
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,48.2,0.37,8428.786972,4,1
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,48.2,0.37,7218.510226,4,1
5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,49.6,0.34,2033.536394,4,1
5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,47.7,0.32,2165.877292,4,1
6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,47.8,0.39,920.0130901,4,1
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,46.1,0.91,5260.296813,4,1
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,47.7,0.41,11098.6562,4,1
5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,48.9,0.38,704.4687108,4,1
5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,47.5,0.15,4118.560064,4,1
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.56666667,47.2,0.25,10925.51706,4,0
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333,49.6,0.41,1786.535524,4,1
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,47.2,0.25,12924.33599,4,0
6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,47.4,0.26,7298.275262,4,1
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,49.6,0.41,1156.184042,4,1
6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,49.9,0.36,6683.088079,4,1
5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,46.3,0.3,6862.478203,4,1
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,47.6,0.35,4721.989588,4,1
6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,49.1,0.22,12175.81152,4,1
5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,46.8,0.34,11043.56154,4,1
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,47.1,0.28,13754.22895,4,1
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,46.4,0.29,8717.108481,4,1
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,48.9,0.21,5005.57657,4,0
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,45.6,0.06,14929.33029,4,0
5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,45.6,0.06,1649.069369,4,0
